Input	Input Type	MGI Gene/Marker ID	MP ID	Term
F3	current symbol	MGI:88381	MP:0008706	decreased interleukin-6 secretion
F3	current symbol	MGI:88381	MP:0008714	increased lung carcinoma incidence
F3	current symbol	MGI:88381	MP:0008722	abnormal chemokine secretion
F3	current symbol	MGI:88381	MP:0008734	decreased susceptibility to endotoxin shock
F3	current symbol	MGI:88381	MP:0009660	abnormal induced retinal neovascularization
F3	current symbol	MGI:88381	MP:0009764	decreased sensitivity to induced morbidity/mortality
F3	current symbol	MGI:88381	MP:0009858	abnormal cellular extravasation
F3	current symbol	MGI:88381	MP:0011085	postnatal lethality, complete penetrance
F3	current symbol	MGI:88381	MP:0011088	neonatal lethality, incomplete penetrance
F3	current symbol	MGI:88381	MP:0011091	prenatal lethality, complete penetrance
F3	current symbol	MGI:88381	MP:0011098	embryonic lethality during organogenesis, complete penetrance
F3	current symbol	MGI:88381	MP:0011108	embryonic lethality during organogenesis, incomplete penetrance
F3	current symbol	MGI:88381	MP:0012358	decreased partial thromboplastin time
F3	current symbol	MGI:88381	MP:0013241	embryo tissue necrosis
F3	current symbol	MGI:88381	MP:0020332	impaired leukocyte tethering or rolling
F3	synonym	MGI:1333750	
TMPRSS11A	current symbol	MGI:2684853	MP:0000659	prostate gland hyperplasia
TMPRSS11A	current symbol	MGI:2684853	MP:0002169	no abnormal phenotype detected
TNNI3	current symbol	MGI:98783	MP:0000266	abnormal heart morphology
TNNI3	current symbol	MGI:98783	MP:0000278	abnormal myocardial fiber morphology
TNNI3	current symbol	MGI:98783	MP:0001544	abnormal cardiovascular system physiology
TNNI3	current symbol	MGI:98783	MP:0001625	cardiac hypertrophy
TNNI3	current symbol	MGI:98783	MP:0001954	respiratory distress
TNNI3	current symbol	MGI:98783	MP:0002082	postnatal lethality
TNNI3	current symbol	MGI:98783	MP:0002083	premature death
TNNI3	current symbol	MGI:98783	MP:0002188	small heart
TNNI3	current symbol	MGI:98783	MP:0002833	increased heart weight
TNNI3	current symbol	MGI:98783	MP:0002834	decreased heart weight
TNNI3	current symbol	MGI:98783	MP:0002953	thick ventricular wall
TNNI3	current symbol	MGI:98783	MP:0003140	dilated heart atrium
TNNI3	current symbol	MGI:98783	MP:0003819	increased left ventricle diastolic pressure
TNNI3	current symbol	MGI:98783	MP:0004007	abnormal lung vasculature morphology
TNNI3	current symbol	MGI:98783	MP:0004088	abnormal sarcoplasmic reticulum morphology
TNNI3	current symbol	MGI:98783	MP:0004090	abnormal sarcomere morphology
TNNI3	current symbol	MGI:98783	MP:0004091	abnormal Z line morphology
TNNI3	current symbol	MGI:98783	MP:0004215	abnormal myocardial fiber physiology
TNNI3	current symbol	MGI:98783	MP:0004485	increased response of heart to induced stress
TNNI3	current symbol	MGI:98783	MP:0005140	decreased cardiac muscle contractility
TNNI3	current symbol	MGI:98783	MP:0005202	lethargy
TNNI3	current symbol	MGI:98783	MP:0005294	abnormal heart ventricle morphology
TNNI3	current symbol	MGI:98783	MP:0005329	abnormal myocardium layer morphology
TNNI3	current symbol	MGI:98783	MP:0005330	cardiomyopathy
TNNI3	current symbol	MGI:98783	MP:0005599	increased cardiac muscle contractility
TNNI3	current symbol	MGI:98783	MP:0005608	cardiac interstitial fibrosis
TNNI3	current symbol	MGI:98783	MP:0006035	abnormal mitochondrion morphology
TNNI3	current symbol	MGI:98783	MP:0006138	congestive heart failure
TNNI3	current symbol	MGI:98783	MP:0006143	increased systemic arterial diastolic blood pressure
TNNI3	current symbol	MGI:98783	MP:0010724	thick interventricular septum
TNNI3	current symbol	MGI:98783	MP:0011085	postnatal lethality, complete penetrance
TNNI3	current symbol	MGI:98783	MP:0011100	preweaning lethality, complete penetrance
TNNI3	current symbol	MGI:98783	MP:0011925	abnormal heart echocardiography feature
TNNI3	current symbol	MGI:98783	MP:0012106	impaired exercise endurance
TNNI3	current symbol	MGI:98783	MP:0020419	decreased cardiac muscle relaxation
TNNI3	current symbol	MGI:98783	MP:0030567	abnormal I band morphology
IL17A	current symbol	MGI:107364	MP:0000208	decreased hematocrit
IL17A	current symbol	MGI:107364	MP:0000222	decreased neutrophil cell number
IL17A	current symbol	MGI:107364	MP:0000322	increased granulocyte number
IL17A	current symbol	MGI:107364	MP:0001179	thick pulmonary interalveolar septum
IL17A	current symbol	MGI:107364	MP:0001577	anemia
IL17A	current symbol	MGI:107364	MP:0001732	postnatal growth retardation
IL17A	current symbol	MGI:107364	MP:0001790	abnormal immune system physiology
IL17A	current symbol	MGI:107364	MP:0001805	decreased IgG level
IL17A	current symbol	MGI:107364	MP:0001806	decreased IgM level
IL17A	current symbol	MGI:107364	MP:0001861	lung inflammation
IL17A	current symbol	MGI:107364	MP:0002267	abnormal bronchiole morphology
IL17A	current symbol	MGI:107364	MP:0002412	increased susceptibility to bacterial infection
IL17A	current symbol	MGI:107364	MP:0002435	abnormal effector T cell morphology
IL17A	current symbol	MGI:107364	MP:0002460	decreased immunoglobulin level
IL17A	current symbol	MGI:107364	MP:0002463	abnormal neutrophil physiology
IL17A	current symbol	MGI:107364	MP:0002492	decreased IgE level
IL17A	current symbol	MGI:107364	MP:0002499	chronic inflammation
IL17A	current symbol	MGI:107364	MP:0002591	decreased mean corpuscular volume
IL17A	current symbol	MGI:107364	MP:0002874	decreased hemoglobin content
IL17A	current symbol	MGI:107364	MP:0004800	decreased susceptibility to experimental autoimmune encephalomyelitis
IL17A	current symbol	MGI:107364	MP:0004947	skin inflammation
IL17A	current symbol	MGI:107364	MP:0005348	increased T cell proliferation
IL17A	current symbol	MGI:107364	MP:0005362	abnormal Langerhans cell physiology
IL17A	current symbol	MGI:107364	MP:0005562	decreased mean corpuscular hemoglobin
IL17A	current symbol	MGI:107364	MP:0005616	decreased susceptibility to type IV hypersensitivity reaction
IL17A	current symbol	MGI:107364	MP:0006382	abnormal lung epithelium morphology
IL17A	current symbol	MGI:107364	MP:0008075	decreased CD4-positive, alpha beta T cell number
IL17A	current symbol	MGI:107364	MP:0008346	increased gamma-delta T cell number
IL17A	current symbol	MGI:107364	MP:0008348	absent gamma-delta T cells
IL17A	current symbol	MGI:107364	MP:0008495	decreased IgG1 level
IL17A	current symbol	MGI:107364	MP:0008496	decreased IgG2a level
IL17A	current symbol	MGI:107364	MP:0008497	decreased IgG2b level
IL17A	current symbol	MGI:107364	MP:0008537	increased susceptibility to induced colitis
IL17A	current symbol	MGI:107364	MP:0008567	decreased interferon-gamma secretion
IL17A	current symbol	MGI:107364	MP:0008614	increased circulating interleukin-17 level
IL17A	current symbol	MGI:107364	MP:0008681	increased interleukin-17 secretion
IL17A	current symbol	MGI:107364	MP:0008682	decreased interleukin-17 secretion
IL17A	current symbol	MGI:107364	MP:0008721	abnormal chemokine level
IL17A	current symbol	MGI:107364	MP:0008751	abnormal interleukin level
IL17A	current symbol	MGI:107364	MP:0008874	decreased physiological sensitivity to xenobiotic
IL17A	current symbol	MGI:107364	MP:0009787	increased susceptibility to infection induced morbidity/mortality
IL17A	chicken symbol	MGI:2676631	MP:0001790	abnormal immune system physiology
IL17A	chicken symbol	MGI:2676631	MP:0001861	lung inflammation
IL17A	chicken symbol	MGI:2676631	MP:0002169	no abnormal phenotype detected
IL17A	chicken symbol	MGI:2676631	MP:0002277	abnormal respiratory mucosa morphology
IL17A	chicken symbol	MGI:2676631	MP:0002412	increased susceptibility to bacterial infection
IL17A	chicken symbol	MGI:2676631	MP:0002435	abnormal effector T cell morphology
IL17A	chicken symbol	MGI:2676631	MP:0002499	chronic inflammation
IL17A	chicken symbol	MGI:2676631	MP:0004800	decreased susceptibility to experimental autoimmune encephalomyelitis
IL17A	chicken symbol	MGI:2676631	MP:0005087	decreased acute inflammation
IL17A	chicken symbol	MGI:2676631	MP:0005348	increased T cell proliferation
IL17A	chicken symbol	MGI:2676631	MP:0008346	increased gamma-delta T cell number
IL17A	chicken symbol	MGI:2676631	MP:0008348	absent gamma-delta T cells
IL17A	chicken symbol	MGI:2676631	MP:0008500	increased IgG2a level
IL17A	chicken symbol	MGI:2676631	MP:0008539	decreased susceptibility to induced colitis
IL17A	chicken symbol	MGI:2676631	MP:0008682	decreased interleukin-17 secretion
CTSL	current symbol	MGI:88564	MP:0000130	abnormal trabecular bone morphology
CTSL	current symbol	MGI:88564	MP:0000163	abnormal cartilage morphology
CTSL	current symbol	MGI:88564	MP:0000217	abnormal leukocyte cell number
CTSL	current symbol	MGI:88564	MP:0000274	enlarged heart
CTSL	current symbol	MGI:88564	MP:0000278	abnormal myocardial fiber morphology
CTSL	current symbol	MGI:88564	MP:0000367	abnormal coat/ hair morphology
CTSL	current symbol	MGI:88564	MP:0000376	folliculitis
CTSL	current symbol	MGI:88564	MP:0000377	abnormal hair follicle morphology
CTSL	current symbol	MGI:88564	MP:0000382	underdeveloped hair follicles
CTSL	current symbol	MGI:88564	MP:0000383	abnormal hair follicle orientation
CTSL	current symbol	MGI:88564	MP:0000414	alopecia
CTSL	current symbol	MGI:88564	MP:0000416	sparse hair
CTSL	current symbol	MGI:88564	MP:0000417	short hair
CTSL	current symbol	MGI:88564	MP:0000422	delayed hair appearance
CTSL	current symbol	MGI:88564	MP:0000427	abnormal hair cycle
CTSL	current symbol	MGI:88564	MP:0000604	amyloidosis
CTSL	current symbol	MGI:88564	MP:0000652	enlarged sebaceous gland
CTSL	current symbol	MGI:88564	MP:0000681	abnormal thyroid gland morphology
CTSL	current symbol	MGI:88564	MP:0000702	enlarged lymph nodes
CTSL	current symbol	MGI:88564	MP:0000703	abnormal thymus morphology
CTSL	current symbol	MGI:88564	MP:0001156	abnormal spermatogenesis
CTSL	current symbol	MGI:88564	MP:0001192	scaly skin
CTSL	current symbol	MGI:88564	MP:0001194	dermatitis
CTSL	current symbol	MGI:88564	MP:0001196	shiny skin
CTSL	current symbol	MGI:88564	MP:0001200	thick skin
CTSL	current symbol	MGI:88564	MP:0001212	skin lesions
CTSL	current symbol	MGI:88564	MP:0001219	thick epidermis
CTSL	current symbol	MGI:88564	MP:0001222	epidermal hyperplasia
CTSL	current symbol	MGI:88564	MP:0001231	abnormal epidermis stratum basale morphology
CTSL	current symbol	MGI:88564	MP:0001242	hyperkeratosis
CTSL	current symbol	MGI:88564	MP:0001245	thick dermal layer
CTSL	current symbol	MGI:88564	MP:0001265	decreased body size
CTSL	current symbol	MGI:88564	MP:0001282	short vibrissae
CTSL	current symbol	MGI:88564	MP:0001283	sparse vibrissae
CTSL	current symbol	MGI:88564	MP:0001284	absent vibrissae
CTSL	current symbol	MGI:88564	MP:0001314	corneal opacity
CTSL	current symbol	MGI:88564	MP:0001412	excessive scratching
CTSL	current symbol	MGI:88564	MP:0001510	abnormal coat appearance
CTSL	current symbol	MGI:88564	MP:0001541	abnormal osteoclast physiology
CTSL	current symbol	MGI:88564	MP:0001544	abnormal cardiovascular system physiology
CTSL	current symbol	MGI:88564	MP:0001559	hyperglycemia
CTSL	current symbol	MGI:88564	MP:0001718	abnormal visceral yolk sac morphology
CTSL	current symbol	MGI:88564	MP:0001732	postnatal growth retardation
CTSL	current symbol	MGI:88564	MP:0001846	increased inflammatory response
CTSL	current symbol	MGI:88564	MP:0001860	liver inflammation
CTSL	current symbol	MGI:88564	MP:0001870	salivary gland inflammation
CTSL	current symbol	MGI:88564	MP:0001874	acanthosis
CTSL	current symbol	MGI:88564	MP:0002073	abnormal hair growth
CTSL	current symbol	MGI:88564	MP:0002145	abnormal T cell differentiation
CTSL	current symbol	MGI:88564	MP:0002216	abnormal seminiferous tubule morphology
CTSL	current symbol	MGI:88564	MP:0002339	abnormal lymph node morphology
CTSL	current symbol	MGI:88564	MP:0002343	abnormal lymph node cortex morphology
CTSL	current symbol	MGI:88564	MP:0002367	abnormal thymus lobule morphology
CTSL	current symbol	MGI:88564	MP:0002500	granulomatous inflammation
CTSL	current symbol	MGI:88564	MP:0002625	heart left ventricle hypertrophy
CTSL	current symbol	MGI:88564	MP:0002626	increased heart rate
CTSL	current symbol	MGI:88564	MP:0002722	abnormal immune system organ morphology
CTSL	current symbol	MGI:88564	MP:0002795	dilated cardiomyopathy
CTSL	current symbol	MGI:88564	MP:0002833	increased heart weight
CTSL	current symbol	MGI:88564	MP:0003453	abnormal keratinocyte physiology
CTSL	current symbol	MGI:88564	MP:0003644	thymus atrophy
CTSL	current symbol	MGI:88564	MP:0003704	abnormal hair follicle development
CTSL	current symbol	MGI:88564	MP:0003809	abnormal hair shaft morphology
CTSL	current symbol	MGI:88564	MP:0003849	greasy coat
CTSL	current symbol	MGI:88564	MP:0003865	lymph node inflammation
CTSL	current symbol	MGI:88564	MP:0004031	insulitis
CTSL	current symbol	MGI:88564	MP:0004085	abnormal heartbeat
CTSL	current symbol	MGI:88564	MP:0004804	decreased susceptibility to autoimmune diabetes
CTSL	current symbol	MGI:88564	MP:0004852	decreased testis weight
CTSL	current symbol	MGI:88564	MP:0004973	increased regulatory T cell number
CTSL	current symbol	MGI:88564	MP:0004985	decreased osteoclast cell number
CTSL	current symbol	MGI:88564	MP:0005010	abnormal CD8-positive, alpha beta T cell morphology
CTSL	current symbol	MGI:88564	MP:0005058	abnormal lysosome morphology
CTSL	current symbol	MGI:88564	MP:0005140	decreased cardiac muscle contractility
CTSL	current symbol	MGI:88564	MP:0005150	cachexia
CTSL	current symbol	MGI:88564	MP:0005329	abnormal myocardium layer morphology
CTSL	current symbol	MGI:88564	MP:0005468	abnormal thyroid hormone level
CTSL	current symbol	MGI:88564	MP:0005471	decreased thyroxine level
CTSL	current symbol	MGI:88564	MP:0005598	decreased ventricle muscle contractility
CTSL	current symbol	MGI:88564	MP:0005608	cardiac interstitial fibrosis
CTSL	current symbol	MGI:88564	MP:0006033	abnormal external auditory canal morphology
CTSL	current symbol	MGI:88564	MP:0006045	mitral valve regurgitation
CTSL	current symbol	MGI:88564	MP:0006047	aortic valve regurgitation
CTSL	current symbol	MGI:88564	MP:0006396	decreased long bone epiphyseal plate size
CTSL	current symbol	MGI:88564	MP:0008075	decreased CD4-positive, alpha beta T cell number
CTSL	current symbol	MGI:88564	MP:0008076	abnormal CD4-positive T cell differentiation
CTSL	current symbol	MGI:88564	MP:0008078	increased CD8-positive, alpha-beta T cell number
CTSL	current symbol	MGI:88564	MP:0008080	abnormal CD8-positive, alpha-beta T cell differentiation
CTSL	current symbol	MGI:88564	MP:0008102	lymph node hyperplasia
CTSL	current symbol	MGI:88564	MP:0008726	enlarged heart left atrium
CTSL	current symbol	MGI:88564	MP:0008859	abnormal hair cycle catagen phase
CTSL	current symbol	MGI:88564	MP:0009543	abnormal thymus corticomedullary boundary morphology
CTSL	current symbol	MGI:88564	MP:0009583	increased keratinocyte proliferation
CTSL	current symbol	MGI:88564	MP:0009600	hypergranulosis
CTSL	current symbol	MGI:88564	MP:0009675	orthokeratosis
CTSL	current symbol	MGI:88564	MP:0010179	rough coat
CTSL	current symbol	MGI:88564	MP:0010202	focal dorsal hair loss
CTSL	current symbol	MGI:88564	MP:0010505	abnormal T wave
CTSL	current symbol	MGI:88564	MP:0010508	abnormal heart electrocardiography waveform feature
CTSL	current symbol	MGI:88564	MP:0010519	atrioventricular block
CTSL	current symbol	MGI:88564	MP:0010688	hair follicle outer root sheath hyperplasia
CTSL	current symbol	MGI:88564	MP:0010841	increased central memory CD4-positive, alpha-beta T cell number
CTSL	current symbol	MGI:88564	MP:0010844	increased effector memory CD4-positive, alpha-beta T cell number
CTSL	current symbol	MGI:88564	MP:0010847	increased central memory CD8 positive, alpha-beta T cell number
CTSL	current symbol	MGI:88564	MP:0011086	postnatal lethality, incomplete penetrance
CTSL	current symbol	MGI:88564	MP:0011186	abnormal visceral endoderm morphology
CTSL	current symbol	MGI:88564	MP:0011223	dilated lymph node medullary sinus
CTSL	current symbol	MGI:88564	MP:0011919	abnormal R wave
CTSL	current symbol	MGI:88564	MP:0011925	abnormal heart echocardiography feature
CTSL	current symbol	MGI:88564	MP:0012764	increased alpha-beta T cell number
CTSL	current symbol	MGI:88564	MP:0012765	decreased alpha-beta T cell number
CTSL	current symbol	MGI:88564	MP:0013251	dental pulp necrosis
CTSL	current symbol	MGI:88564	MP:0013593	enlarged thymus cortex
CTSL	current symbol	MGI:88564	MP:0030515	periodontal ligament necrosis
CTSL	current symbol	MGI:88564	MP:0030571	dilated piliary canal
DPP4	current symbol	MGI:94919	MP:0000219	increased neutrophil cell number
DPP4	current symbol	MGI:94919	MP:0000220	increased monocyte cell number
DPP4	current symbol	MGI:94919	MP:0000223	decreased monocyte cell number
DPP4	current symbol	MGI:94919	MP:0001182	lung hemorrhage
DPP4	current symbol	MGI:94919	MP:0001262	decreased body weight
